缸盖,缸盖
发动机短,
动机,
短舱,发动机短舱
上,
罩,发动机短舱上罩
外部,
撕裂,
机翼,
尾翼,
舵,
面上,舵面
轴承,轴承
均,
未,
涂,
润滑,
润滑脂,润滑脂
机翼,
尾翼,
舵,
面上,
轴承,
均,
未,
涂,
润滑,
润滑脂,
机翼,
尾翼,
舵,
面上,
轴承,
均,
未,
涂,
润滑,
润滑脂,
机翼,
尾翼,
舵,
面上,
轴承,
均,
未,
涂,
润滑,
润滑脂,
机翼,
尾翼,
舵,
面上,
轴承,
均,
未,
涂,
润滑,
润滑脂,
机翼,
尾翼,
舵,
面上,
轴承,
均,
未,
涂,
润滑,
润滑脂,
机翼,
尾翼,
舵,
面上,
轴承,
均,
未,
涂,
润滑,
润滑脂,
中,
罩,中罩
位置,
处,
相机,
维护,
口盖,
安装,
后,
数码,
数码相机,数码相机
相机,
镜头,镜头
干涉,干涉
设备,设备
常安,正常
安装,安装
中,
罩,
位置,
处,
相机,
维护,
口盖,
安装,
后,
数码,
数码相机,
相机,
镜头,
干涉,
设备,
常安,
安装,
中,
罩,
位置,
处,
相机,
维护,
口盖,
安装,
后,
数码,
数码相机,
相机,
镜头,
干涉,
设备,
常安,
安装,
数码,
数码相机,
相机,
安装,
位置,
偏移,
影响,
设备,
常安,
安装,
数码,
数码相机,
相机,
安装,
位置,
偏移,
影响,
设备,
常安,
安装,
支架,支架
架上,
上部,上部
横梁,横梁
焊接,焊接
位置,位置
偏下,偏下
支架,
架上,
上部,
横梁,
焊接,
位置,
偏下,
冷却,
风罩,冷却风罩
均,
发动,
发动机,
动机,
散热,
散热片,发动机散热片
覆盖,覆盖
冷却,
风罩,
下端,下端
缺少,缺少
包裹,包裹
翻,翻边
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
机身,
蒙皮,
上,
测控,
C,
上天,
天线,
安装,
孔,
未,
开,
相机,
口盖,
缺,
扁圆,
圆头,
螺钉,扁圆头螺钉
六角,
锁,
螺母,六角自锁螺母
垫片,垫片
用于,
固定,
UHF,
天线,
天线罩,UHF天线罩
螺钉,
长度,
右,
机翼,
翼翼,
翼根,
处,
翼面,
面上,
托板,
螺母,
脱落,
机身,
尾,
撑,尾撑
对接,
处,
机身,
对接,
框上,
上托,
托板,
螺母,上托板螺母
滑,
丝,滑丝
发动,
发动机,
发动机短,
动机,
短舱,发动机短舱
下,
罩,
板,下罩板
短舱,
下,
罩,下罩
连接,
连接处,
开胶,开胶
测试,
右,
主,
起落,
起落架,右主起落架
落架,
内腔,内腔
压力,压力
时,
内腔,
油,内腔油
渗出,
内腔,
油量,
加油,
口盖,
内,
橡胶,
橡胶圈,
胶圈,
断裂,
短舱,
下,
罩,
组件,
拆卸,
时,
左侧,
螺钉,
安装,
孔,
内侧,
侧边,
边缘,
断裂,
掉,
舱门,
拉杆,
断裂,
地面,
通电,
油量,
测量,
量值,
显示,
接入,
检测,
检测车,
反复,
动作,
后,
飞,
参,
显示,
松,
刹车,
后,
右侧,
刹车,
1MPa,
压力,
刹车,
装置,
刹车,
刹车片,
卡,
滞,
关掉,
SAR,
设备,
ku,
功放,
时,
主,
电源,
电流,
稳定,
45A,
电压,
波动,
较大,
主,
电源,
电压,
发生,
跌落,
故障,
不间断,
间断,
供电,
过程,
中,
不间断,
间断,
断电,
电压,
跌落,
低,
K14,
继电,
继电器,
电器,
K37,
继电,
继电器,
电器,
粘连,
失效,
燃油,
燃油泵,
油泵,
1,
输出,
引脚,
输入,
引脚,
粘连,
功率,
器件,
IGBT,
模块,
栅极,
铜柱,
接线,
松动,
接触,
接触不良,
不良,
拉回,
机库,
发动,
发动机,
动机,
试车,
故障,
复现,
发电,
发电机,
电机,
建,
压,
时,
电压,
偏低,
跳变,
翻转,
转至,
负,
励磁,
负,
励磁,
工作,
时,
电压,
稳定,
29,
3V,
拉回,
机库,
发动,
发动机,
动机,
试车,
故障,
复现,
发电,
发电机,
电机,
建,
压,
时,
电压,
偏低,
跳变,
翻转,
转至,
负,
励磁,
负,
励磁,
工作,
时,
电压,
稳定,
29,
3V,
惯,
导,
交流,
交流电,
流电,
输入,
端,
26V,
地线,
断开,
主控,
盒,
交,
直流,
供,
地点,
烧,
断,
C,
相,
长时间,
时间,
工作,
后,
掉电,
现象,
整机,
0,
度,
6000,
米,
低气压,
气压,
压条,
条件,
下,
故障,
现象,
复现,
激光,
激光测距,
测距,
主控,
主控板,
上,
通信,
芯片,
MAX491,
不,
工作,
激光,
激光测距,
测距,
主控,
主控板,
上,
通信,
芯片,
MAX491,
不,
工作,
SATA,
存储,
存储介质,
介质,
故障,
高频,
点,
时,
接收,
接收机,
报,
不应,
应答,
发射,
发射机,
模块,
带,
温,
通电,
电检,
检测,
功能,
频率,
高温,
工作,
时,
发现,
振,
不,
锁相,
进一步,
一步,
检查,
调制,
频,
综,
不,
锁相,
发射,
发射机,
机内,
内部,
脉冲,
脉冲功率,
功率,
功率放大,
放大,
放大器,
大器,
输入,
端,
电容,
击穿,
电路,
卫,
通,
功放,
输出,
输出功率,
功率,
输出,
输出功率,
功率,
不符,
机载,
变频,
变频器,
L,
下变频,
变频,
链,
故障,
输出,
出电,
电平,
低,
上变,
上变频,
变频,
增益,
温度,
补偿,
电路,
包含,
放大,
放大器,
大器,
芯片,
故障,
nan,
飞机,
回到,
本场,
后,
星,
恢复,
恢复正常,
板,
上,
RS,
232,
接口,
芯片,
RS,
422,
接口,
芯片,
故障,
PCB,
板,
上,
凝,
露,
导致,
进风口,
风口,
处,
高压,
高压线,
压线,
机壳,
间,
绝缘,
下降,
打火,
nan,
nan,
1,
2,
4,
号,
缸,
渗漏,
滑,
油,
发动,
发动机,
动机,
缸,
头,
回,
油管,
渗漏,
滑,
油,
发动,
发动机,
动机,
冷机,
机状态,
状态,
下,
试车,
过程,
中,
工作,
异常,
伴有,
喘振,
现象,
发动,
发动机,
动机,
1,
号,
缸,
缸,
头,
冷却,
冷却液,
弯头,
处,
渗漏,
防护,
贴,
裂纹,
防护,
贴,
裂纹,
地面,
桨,
距,
大增,
增大,
减,
微,
减,
无,
飞机,
飞行,
过程,
中,
桨,
距,
大增,
3,
次,
后,
增,
桨,
距,
无效,
桨,
距,
减,
螺旋,
螺旋桨,
防护,
贴出,
裂纹,
调,
桨,
距,
时,
桨,
距,
减幅,
幅度,
很小,
桨,
距,
减,
工作,
不正,
大增,
增大,
减,
不,
连续,
微,
增,
微,
减,
无,
大增,
增大,
减,
不,
连续,
微,
增,
微,
减,
无,
飞机,
试车,
过程,
中,
桨,
距,
增减,
增减,
桨,
距,
无,
冷却,
冷却液,
散热,
散热器,
本体,
渗漏,
冷却,
冷却液,
散热,
散热器,
局部,
渗漏,
空滤,
支架,
断裂,
排气,
2,
4,
缸,
头,
温度,
温度传感器,
传感,
传感器,
感器,
线缆,
破裂,
启动,
油路,
回位,
不,
拆卸,
汽化,
汽化器,
化器,
时,
启动,
油路,
钢索,
易,
打弯,
分叉,
散热,
散热器,
支架,
发动,
发动机,
动机,
机体,
连接,
连接处,
右侧,
圆,
杆,
断裂,
检,
12V,
电源,
开启,
后,
TCU,
故障,
警告,
灯,
黄色,
闪烁,
废气,
活门,
舵机,
不,
工作,
未,
自检,
弹簧,
未,
运动,
燃油,
滤,
口盖,
处,
十字,
螺钉,
渗,
油,
燃油,
滤,
口盖,
处,
十字,
螺钉,
渗,
油,
起动,
油路,
钢索,
钢索,
接头,
连接,
连接处,
二分,
二分之一,
一股,
断,
丝,
地面,
检查,
发现,
散热,
散热器,
支架,
焊点,
处断,
断裂,
试车,
过程,
中,
节,
风门,
推,
100,
%,
时,
转速,
速达,
5700rpm,
排气,
排气管,
气管,
黑烟,
2,
次,
放炮,
炮声,
声音,
飞行,
后,
检查,
发现,
一叶,
螺旋,
螺旋桨,
迎风,
刀面,
面前,
前缘,
金属,
保护,
薄膜,
疑似,
挤压,
褶皱,
2,
条,
裂纹,
砂眼,
更换,
桨,
距,
电机,
机油,
油脂,
时,
检查,
发现,
碳刷,
断裂,
裂成,
6,
碎块,
增减,
桨,
距,
无效,
桨,
距,
电机,
机内,
内部,
螺杆,
杆头,
不,
固定,
桨,
距,
电机,
不,
工作,
桨,
距,
电机,
通电,
不,
工作,
桨,
距,
角,
调到,
最小,
最小值,
桨,
距,
角,
调到,
最小,
最小值,
桨,
距,
电机,
端盖,
松动,
变,
距,
角度,
达,
不到,
标准,
BGPS,
故障,
信号,
信号灯,
显示,
红色,
第一,
第一次,
通电,
时,
GPS,
接收,
接收机,
未能,
正确,
定位,
飞机,
机位,
位置,
第二次,
二次,
通电,
GPS,
接收,
接收机,
差分,
状态,
不稳,
稳定,
GPS,
接收,
接收机,
差分,
状态,
不稳,
稳定,
飞行,
联,
试,
时,
上,
电,
40min,
后,
差分,
分信,
信号,
中断,
地面,
联,
试,
大气,
气数,
数据,
计算,
计算机,
算机,
气压,
高度,
相差,
10,
地面,
联,
试,
大气,
气数,
数据,
计算,
计算机,
算机,
气压,
高度,
相差,
10,
地面,
联,
试,
大气,
气数,
数据,
计算,
计算机,
算机,
气压,
高度,
相差,
10,
地面,
联,
试,
大气,
气数,
数据,
计算,
计算机,
算机,
气压,
高度,
相差,
10,
地面,
联,
试,
大气,
气数,
数据,
计算,
计算机,
算机,
气压,
高度,
相差,
10,
地面,
联,
试,
大气,
气数,
数据,
计算,
计算机,
算机,
气压,
高度,
相差,
10,
地面,
联,
试,
大气,
气数,
数据,
计算,
计算机,
算机,
气压,
高度,
相差,
10,
气压,
高度,
超高,
气压,
高度,
超高,
气压,
高度,
超高,
气压,
高度,
超高,
外场,
试验,
中,
高度,
高度表,
测量,
量值,
超出,
误差,
无线,
高度,
高度表,
表显,
显示,
数值,
超出,
误差,
2,
号,
陀螺,
俯仰,
方向,
输出,
数值,
无,
变化,
3,
号角,
角速度,
速度,
陀螺,
俯仰,
通道,
无,
输出,
1,
号角,
角速度,
速度,
陀螺,
俯仰,
通道,
无,
输出,
速率,
陀螺,
中,
俯仰,
2,
号,
陀螺,
晃动,
时,
显示,
数据,
不正,
正确,
滑行,
行时,
角,
速率,
陀螺,
故障,
测控,
飞行,
中报,
故障,
飞行,
中,
陀螺,
报,
空中,
中报,
故障,
飞行,
中,
2,
号,
垂直,
陀螺,
报,
飞行,
行时,
时报,
飞,
参,
分析,
垂直,
陀螺,
输入,
值,
0,
飞行,
行时,
时报,
飞,
参,
分析,
垂直,
陀螺,
输入,
值,
0,
开车,
时,
2,
号,
垂直,
陀螺,
俯仰,
超,
差,
俯仰,
俯仰角,
仰角,
不稳,
稳定,
垂直,
陀螺,
俯仰,
超,
差,
接收,
卫星,
速度,
速度慢,
4,
分钟,
未定,
定位,
收,
星,
数,
少于,
同等,
同等条件,
条件,
下,
同型,
同型号,
型号,
接收,
接收机,
处理器,
理器,
1,
中断,
断口,
故障,
处理器,
理器,
1CCDL,
口,
故障,
处理器,
理器,
2,
中断,
断口,
故障,
处理器,
理器,
2CCDL,
口,
故障,
处理器,
理器,
3RAM,
口,
故障,
处理器,
理器,
3NVM,
口,
故障,
处理器,
理器,
3,
定时,
定时器,
1,
口,
故障,
处理器,
理器,
3,
通道,
故障,
口,
故障,
处理器,
理器,
3,
中断,
断口,
故障,
处理器,
理器,
3CCDL,
口,
故障,
处理器,
理器,
3CPU,
口,
故障,
飞机,
起飞,
飞离,
离地,
过程,
中,
速率,
陀螺,
报,
故障,
惯,
导报,
一级,
故障,
惯,
导报,
二级,
故障,
天线,
导航,
惯,
导报,
二级,
故障,
惯,
导,
开机,
机时,
对准,
50,
秒,
后,
报,
一级,
故障,
惯,
导,
自动,
关闭,
惯,
导报,
二级,
故障,
惯,
导,
采用,
罗经,
对准,
对准,
准时,
时间,
1812,
秒,
状态,
码,
显示,
50,
二级,
故障,
显示,
灯,
亮,
故障,
信息,
显示,
未定,
未定义,
定义,
惯,
导,
关闭,
5min,
后,
再,
开机,
采用,
罗经,
对准,
对准,
准时,
时间,
785,
秒,
状态,
码,
显示,
50,
二级,
故障,
显示,
灯,
亮,
故障,
信息,
显示,
未定,
未定义,
定义,
惯,
导,
上,
故障,
灯,
显示,
黑白,
黑白相间,
白相,
相间,
故障,
信号,
飞机,
加,
电,
约,
5min,
后,
听见,
前舱,
舱内,
发出,
一声,
异,
响,
车上,
115V,
电源,
跳闸,
随后,
惯,
导,
通风,
通风口,
风口,
处,
烟,
冒出,
加,
电,
后,
通风,
盒,
电机,
不,
转,
接收,
收不到,
不到,
地面,
差分,
GPS,
信号,
飞机,
无,
DGPS,
信号,
飞行,
行时,
主控,
车,
差分,
状态,
信号,
闪烁,
电台,
作用,
距离,
超过,
5,
9km,
后,
接受,
不正,
灵敏,
灵敏度,
敏度,
低于,
标称,
地面,
检测,
测时,
无,
差分,
分信,
信号,
上,
电,
时,
指示,
指示灯,
灯不亮,
地面,
联,
试,
无,
差分,
分信,
信号,
数传,
传电,
电台,
工作,
指示,
指示灯,
灯不亮,
外场,
试验,
差分,
分工,
工作,
数传,
传电,
电台,
空中,
作用,
距离,
低于,
低于正常,
正常值,
常值,
外场,
试验,
中,
数传,
传电,
电台,
工作,
指示,
指示灯,
灯不亮,
工作,
外场,
试验,
中,
无,
差分,
分信,
信号,
地面,
联,
试,
中,
导航,
航模,
模式,
INS,
DGPS,
时,
惯,
导,
不规则,
规则,
报,
DGPS,
无效,
加,
改装,
鉴定,
试飞,
中,
飞机,
折返,
飞行,
行时,
惯,
导报,
约,
3s,
纯,
惯性,
性状,
状态,
舵,
面,
检查,
时,
左,
襟,
副翼,
报,
显示,
RVDT1,
DSP1,
HALL1,
模型,
监控,
1,
欠,
压,
1,
定时,
定时器,
1,
AD,
转换,
1,
右,
机翼,
舵机,
报,
欠,
压,
故障,
余度,
2,
DVDT2,
DSP2,
HALL2,
模型,
监控,
2,
欠,
压,
2,
定时,
定时器,
2,
AD,
转换,
2,
余度,
1,
地面,
联,
试过,
过程,
中,
发生,
右方,
方向,
方向舵,
舵机,
卡,
滞,
起飞,
飞离,
离地,
过程,
中,
速率,
陀螺,
报,
故障,
飞行,
过程,
中,
飞,
控计算机,
计算,
计算机,
算机,
DIO,
离散,
输入,
输入输出,
输出,
板,
二次,
故障,
加,
改装,
鉴定,
试飞,
中,
飞机,
折返,
飞行,
行时,
惯,
导报,
约,
3s,
纯,
惯性,
性状,
状态,
飞机,
着陆,
后,
未,
惯,
导,
断电,
现场,
拷贝,
架,
机,
参数,
陀螺,
方位,
轴,
Z,
轴,
异常,
机务,
过程,
中,
静态,
完毕,
后,
交,
测控,
后,
无,
差分,
分信,
信号,
天线,
经常出现,
无,
DGPS,
信号,
自行,
恢复,
恢复正常,
机体,
左前,
前机,
机身,
身下,
下方,
一处,
裂纹,
下方,
一处,
鼓包,
尾,
撑,
尾部,
托板,
螺母,
松动,
机身,
机翼,
对接,
部位,
机身,
一侧,
侧后,
后缘,
处,
裂纹,
机身,
机翼,
对接,
部位,
机身,
一侧,
侧后,
后缘,
处,
裂纹,
机身,
机翼,
对接,
部位,
机身,
一侧,
侧后,
后缘,
处,
裂纹,
机翼,
对接,
衬套,
松动,
固定,
衬套,
套用,
胶粘,
粘性,
不强,
7,
框,
机体,
两,
衬套,
划伤,
飞机,
着陆,
后,
检查,
发现,
右,
主,
起落,
起落架,
落架,
缓冲,
支柱,
外,
筒,
顶部,
较大,
裂纹,
飞机,
着陆,
后,
检查,
发现,
左,
主,
起落,
起落架,
落架,
缓冲,
支柱,
外,
筒,
顶部,
较大,
裂纹,
舱门,
拉杆,
断裂,
左,
主,
起落,
起落架,
落架,
微动,
开关,
故障,
导致,
全,
压缩,
信号,
0,
起飞,
电源,
电源模块,
模块,
发热,
糊味,
预置,
刹车,
预置,
量,
电源,
电源模块,
模块,
上,
电,
后,
外部,
温度,
高发,
烫,
地面,
联,
试过,
过程,
中,
检查,
刹车,
压力,
时,
发现,
刹车,
压力,
压力降,
降低,
刹车,
压力,
力达,
不到,
规定值,
输入,
刹车,
预置,
量,
时,
刹车,
压力,
输出,
输入,
刹车,
预置,
量,
时,
刹车,
压力,
输出,
工作,
中,
刹车,
阀,
发热,
糊味,
预置,
刹车,
预置,
量,
刹车,
无,
地面,
等待,
遥控,
检查,
时,
右,
刹车,
100,
%,
时,
刹车,
压力,
没,
机轮,
依然,
控制,
刹车,
压力,
刹车,
阀,
压力,
传感,
传感器,
感器,
油管,
连接,
连接处,
漏油,
飞机,
接地,
地滑,
滑跑,
刹车,
停,
稳,
后,
解除,
刹车,
预置,
量,
松,
刹车,
反复,
复置,
刹车,
压力,
100,
%,
0,
%,
若干,
若干次,
后,
发现,
松,
刹车,
起落,
起落架,
落架,
应急,
放,
试验,
中,
前,
起落,
起落架,
落架,
右,
主,
起落,
起落架,
落架,
后放,
放下,
下到,
到位,
左,
主,
起落,
起落架,
落架,
半,
放下,
状态,
时,
检测,
检测车,
收到,
起落,
起落架,
落架,
放下,
锁死,
死信,
信号,
放下,
锁死,
灯,
燃亮,
放下,
时间,
显示,
低于,
低于正常,
正常值,
常值,
电动,
电动泵,
停止,
工作,
主,
起落,
起落架,
落架,
缓冲,
支柱,
外,
筒,
下部,
漏油,
主,
起落,
起落架,
落架,
飞行,
后,
检查,
发现,
起落,
起落架,
落架,
根部,
裂纹,
主控,
主控制,
控制,
盒,
盒,
口,
插头,
凸,
头,
卡,
销,
断裂,
飞行,
行时,
无线,
无线电,
高度,
高度表,
开关,
开关机,
关机,
检,
蓄电,
蓄电池,
电池,
网,
1,
指令,
信号,
发出,
后,
飞机,
无,
响应,
发电,
发电机,
电机,
建,
压,
缓慢,
长时间,
时间,
建,
压,
惯,
导,
转入,
导航,
发动,
发动机,
动机,
开车,
节,
风门,
置,
115,
%,
惯,
导,
显示,
二级,
故障,
单相,
相变,
变给,
惯,
导,
基础,
电压,
无,
显示,
支架,
安装,
继电,
继电器,
电器,
连接,
导线,
流,
烧毁,
现象,
局部,
导线,
外,
绝缘,
绝缘层,
脱落,
导线,
未,
烧,
断,
主控,
主控制,
控制,
盒,
底板,
弯,
裂纹,
飞机,
加,
电,
后,
检测,
检测车,
显示,
机上,
电流,
119A,
随后,
检测,
检测车,
电源,
跳闸,
保护,
外场,
试验,
中发,
发现,
浆,
距,
增,
指令,
发出,
后,
无,
输出,
桨,
距,
增大,
时,
主控,
主控制,
控制,
盒,
疑似,
器件,
烧毁,
白色,
气体,
桨,
距,
增大,
时变,
距,
机构,
无,
主控,
主控制,
控制,
盒,
无,
输出,
出电,
电压,
无线,
无线电,
高度,
高度表,
关机,
异常,
故障,
爬升,
升至,
高度,
599,
1,
米,
时,
无线,
无线电,
高度,
高度表,
供电,
标志,
1,
变为,
0,
1,
2,
号,
无线,
无线电,
高度,
高度表,
未,
报,
故障,
关机,
成功,
高度,
867,
2,
米,
1,
2,
号,
无线,
无线电,
高度,
高度表,
故障,
两个,
状态,
间,
跳变,
1200,
米,
定,
高,
1,
2,
号,
无线,
无线电,
高度,
高度表,
依然,
跳变,
4,
分钟,
后,
无线,
无线电,
高度,
高度表,
自动,
自动关机,
关机,
成功,
调压,
压过,
过程,
中,
断开,
开发,
发动,
发动机,
动机,
调压,
调压器,
测试,
电源,
电源开关,
开关,
电源,
电压,
未下,
下降,
调压,
调压器,
测试,
低压,
不,
反转,
鉴定,
试飞,
时,
空中,
中出,
惯,
导航,
姿,
数据,
异常,
跳变,
变现,
现象,
 ,
飞,
控,
未,
自动,
切入,
备份,
航,
姿,
系统,
遥控,
切,
备份,
航,
姿,
系统,
后,
航,
姿,
数据,
持续,
跳变,
频繁,
失速,
保护,
导致,
自主,
主着陆,
着陆,
后,
人工,
姿态,
遥控,
着陆,
历次,
飞行,
过程,
中,
电流,
波动,
均,
较大,
峰值,
大为,
25A,
电压,
稳定,
无异,
异常,
飞机,
静态,
检查,
中,
操作,
流程,
光电,
电平,
平台,
供电,
CCD,
正负,
调焦,
指令,
回报,
未,
执行,
情况,
飞机,
联,
试,
检查,
时,
红外,
红外热,
热像仪,
自动,
重启,
现象,
飞行,
过程,
中,
飞机,
转弯,
时,
平台,
发生,
剧烈,
晃动,
致,
跟踪,
跟踪目标,
目标,
光电,
电平,
平台,
飞行,
转弯,
过程,
中,
平台,
甩动,
现象,
稳定,
跟踪,
跟踪目标,
目标,
飞行,
过程,
中,
平台,
方位,
零位,
丢失,
在手,
手动,
跟踪,
模式,
下,
平台,
方位,
方位角,
连续,
自动,
360,
度,
无法控制,
控制,
光电,
电平,
平台,
加,
电,
后,
手动,
跟踪,
状态,
下,
俯仰,
俯仰角,
仰角,
高,
限,
光电,
电平,
平台,
可见光,
摄像,
摄像机,
故障,
光电,
电平,
平台,
可见光,
摄像,
摄像机,
故障,
内,
框架,
俯仰,
工作,
不正,
红外,
启动,
CCD,
自动,
跟踪,
功能,
无效,
红外,
启动,
CCD,
显示,
雪花,
红外,
外调,
调焦,
数值,
红外,
自动,
跟踪,
失效,
CCD,
摄像,
摄像机,
红外,
红外热,
热像仪,
加,
电,
无,
图像,
显示,
可见光,
光电,
电视,
自动,
跟踪,
功能,
无,
响应,
红外,
红外热,
热像仪,
图像,
跟踪,
框,
十字,
十字架,
字架,
手动,
跟踪,
时,
图像,
抖动,
抖动,
幅度,
小,
切,
B,
柜,
控制,
后,
现象,
依然,
红外,
图像,
边缘,
锯齿,
锯齿状,
齿状,
图像,
模糊,
光电,
电平,
平台,
红外,
重启,
