编号,序号,所属系统,产品名称,故障部位,深层现象,故障现象,故障分析,处理方式,处理方式标签2,处理方式标签,系统标签
R488,488,电气系统,主控制盒,主控制盒,操作不当,主控制盒盒口插头凸头卡销断裂,操作不当,断裂处打磨处理,3,维修(无需更换）,1
R489,489,电气系统,主控制盒,继电器,主控制盒内继电器常开触点粘连,飞行时，无线电高度表不能正常开关机,主控制盒内继电器常开触点粘连导致无线电高度表故障,更换故障继电器,2,更换故障件,1
R491,491,电气系统,主控制盒,继电器,主控制盒内继电器常开触点粘连,地检蓄电池并网1指令信号发出后，飞机无响应,主控制盒内继电器常开触点粘连,更换故障件,2,更换故障件,1
R492,492,电气系统,交流发电机,内滑环,发电机内滑环开裂,发电机建压缓慢，甚至长时间不能建压,发电机内滑环开裂,更换发电机,1,更换故障件,1
R493,493,电气系统,静止变流器,单相变,现场检查惯导正常,惯导转入导航，发动机开车，节风门置115%，惯导显示二级故障，单相变给惯导基础电压无显示,单相变故障,更换故障件,2,更换故障件,1
R494,494,电气系统,主控制盒,过流导线,桨距电机短路,支架安装的继电器的连接导线出现过流烧毁现象，局部导线外的绝缘层脱落，导线未烧断,桨距电机短路导致导线过流烧毁,更换过流导线和过流继电器,2,更换故障件,1
R494,494,电气系统,主控制盒,底板,底板内部存在加工应力,主控制盒底板弯边出现裂纹,底板加工应力导致裂纹出现,更换底板,2,更换故障件,1
R496,496,电气系统,单向变流器,三极管,对机载设备进行检查发现变流器内部短路，导致飞机电流增大,飞机加电后，检测车显示机上电流为119A，随后检测车电源跳闸保护,三极管失效,更换故障件,2,更换故障件,1
R498,498,电气系统,主控制盒,K68继电器,测量主控盒输出端无电压输出,外场试验中发现浆距增指令发出后无输出,K68继电器失效,更换故障件,2,更换故障件,1
R501,501,电气系统,主控制盒,导线,桨距电机接线存在短路点,桨距增大时，主控制盒疑似器件烧毁出现白色气体,主控制盒内导线过流故障原因是由桨距电机接线存在短路点造成,更换继电器、过流导线和烧灼导线,2,更换故障件,1
R502,502,电气系统,主控制盒,导线,桨距电机接线存在短路点,桨距增大时变距机构无反应，主控制盒无输出电压,主控制盒内导线过流故障原因是由桨距电机接线存在短路点造成,更换继电器、过流导线和烧灼导线,2,更换故障件,1
R503,503,电气系统,主控制盒,驱动电路板K39继电器,飞行前检测良好，器件存在老化现象,无线电高度表关机异常故障，在爬升至高度599.1米时，无线电高度表供电标志从1变为0，但1、2号无线电高度表未报故障，关机不成功；高度在867.2米，1、2号无线电高度表开始在正常、故障两个状态间跳变，1200米定高，1、2号无线电高度表依然在跳变；大约4分钟后，无线电高度表自动关机成功,主控制盒内部驱动电路板K39继电器常开触点粘连，器件失效,更换故障件,2,更换故障件,1
R504,504,电气系统,主控制盒,K54继电器,飞机重新上电2次，故障均复现，开关地空开关2次后，恢复正常,调压过程中，断开发动机调压器测试电源开关，电源电压未下降，并且调压器测试低压不反转,K54继电器常开触点粘连，器件失效,更换故障件,2,更换故障件,1
R505,505,电气系统,单相静止变流器,单相静止变流器,单相静止变流器发生故障，无法正常供电,鉴定试飞时，空中出现惯导航姿数据异常跳变现现象 ，飞控未自动切入备份航姿系统，遥控切至备份航姿系统后，航姿数据仍然持续跳变，并频繁进入失速保护，导致无法自主着陆，后经人工姿态遥控，安全着陆,单相静止变流器发生故障，引起惯导励磁交流电异常，逆变电路输入高压母线滤波电容CA4、CA5内部阳极引出片被腐蚀断开导致其容值减小而失效，导致输出电压在0至27.5V之间跳变，最终引起惯导姿态、航向数据异常跳变,对铝电解电容器的橡胶盖板封装处涂覆三防漆措施,3,维修(无需更换）,1
R506,506,电气系统,发电机控制器,发电机控制器,在低频信号下，C1、C2电容的ESR差异很大,历次飞行过程中，电流波动均较大，峰值最大为25A，电压稳定无异常,在低频信号下，C1、C2电容的ESR差异很大，影响到输入电流信号的相位关系，进而影响到输出电流信号波形的品质,对C1、C2电容的ESR配对,3,维修(无需更换）,1
R507,507,侦查系统,光电侦察平台,调焦齿轮,将可见光电视摄像机断电，重新加电后CCD调焦指令仍未执行，将重要汇流条断电现象仍存在,飞机静态检查中，按操作流程给光电平台供电，出现CCD正负调焦指令有回报但未执行的情况,调焦齿轮松动,紧固调焦齿轮,3,维修(无需更换）,0
R508,508,侦查系统,光电侦察平台,红外电源连接器,红外+5V电源连接器接触不良,飞机在联试检查时，出现红外热像仪有自动重启现象,红外+5V电源连接器接触不良,更换故障件,2,更换故障件,0
R509,509,侦查系统,光电侦察平台,平台阻尼减震器,平台阻尼减震器失效,飞行过程中，飞机转弯时平台发生剧烈晃动，致无法跟踪目标,平台阻尼减震器失效,更换故障件,2,更换故障件,0
R510,510,侦查系统,光电侦察平台,减振器,减振器失效,光电平台在飞行转弯过程中，平台有甩动现象，无法稳定跟踪目标,减振器失效,更换故障件,2,更换故障件,0
R511,511,侦查系统,光电侦察平台,限位器件；方位电机驱动器,内框架方向限位器件损坏,飞行过程中，出现平台方位零位丢失，在手动跟踪模式下平台方位角连续自动360度转动，无法控制,内框架方向限位器件损坏，导致方位电机驱动器烧坏,更换限位器件和方位电机驱动器,1,更换故障件,0
R512,512,侦查系统,光电侦察平台,限位器,电限位松动偏离位置,光电平台加电后，手动跟踪状态下，俯仰角无法转动，保持在高限,电限位松动偏离位置,紧固螺钉,3,维修(无需更换）,0
R513,513,侦查系统,光电平台电控箱,可见光视频线,电箱可见光视频线断,光电平台可见光摄像机故障,电控箱可见光视频线断,重新焊接,3,维修(无需更换）,0
R514,514,侦查系统,光电平台电控箱,电视跟踪器,电视跟踪器故障,光电平台可见光摄像机故障,电视跟踪器故障，导致无图像,更换故障件,1,更换故障件,0
R515,515,侦查系统,光电侦察平台,内框架俯仰角位移传感器,内框架俯仰角位移传感器故障,内框架俯仰工作不正常,内框架俯仰角位移传感器故障,更换故障件,1,更换故障件,0
R516,516,侦查系统,光电侦察平台,红外跟踪器,红外跟踪器故障,红外不能正常启动，CCD自动跟踪功能无效,红外跟踪器故障，导致无红外图像，且影响电视跟踪器通讯，从而影响自动跟踪功能,更换故障件,1,更换故障件,0
R517,517,侦查系统,光电侦察平台,红外电源连接器,红外+5V电源连接器接触不良,红外不能正常启动,红外+5V电源连接器接触不良,更换故障件,2,更换故障件,0
R518,518,侦查系统,光电侦察平台,CCD视频线,CCD视频线接触不良,CCD显示有雪花，红外调焦数值不变,CCD视频线接触不良,重新连接CCD视频线,3,维修(无需更换）,0
R518,518,侦查系统,光电侦察平台,红外跟踪器,红外跟踪器故障,红外自动跟踪失效,红外跟踪器故障,更换故障件,1,更换故障件,0
R519,519,侦查系统,光电侦察平台,电源连接器,电源连接器接触不良,CCD摄像机和红外热像仪加电无图像显示,电源连接器接触不良,更换故障件,2,更换故障件,0
R520,520,侦查系统,光电侦察平台,红外电源连接器,红外+5V电源连接器接触不良,可见光电视自动跟踪功能无响应，红外热像仪有图像，跟踪框及十字架没有,红外+5V电源连接器接触不良,更换故障件,2,更换故障件,0
R521,521,侦查系统,光电侦察平台,俯仰感应同步器,外框架俯仰感应同步器激磁信号与设备外壳接触,手动跟踪时图像会抖动，抖动幅度较小，切B柜控制后，现象依然存在,外框架俯仰感应同步器激磁信号与设备外壳接触造成角度值错误，当手动跟踪时，内框架随外框架的角度差转动时必然抖动，图像也随之抖动,重新更换安装感应同步器动片，使激光信号与设备外框架彻底绝缘,2,维修(无需更换）,0
R522,522,侦查系统,光电侦察平台,热像仪,热像仪使用扫描型器件对温度变化敏感,红外图像边缘锯齿状严重，图像模糊,热像仪使用扫描型器件对温度变化敏感，图像景物边缘会根据环境温度和观测景物温度的变化而产生形变,调整热像仪相关温度系数,3,维修(无需更换）,0
R524,524,侦查系统,光电平台吊舱,软件,软件问题,光电平台红外重启，死机,软件问题,对软件进行修改,2,更换故障件，改进设计,0
R526,526,侦查系统,光电侦察平台,控制电位器,控制电位器漂移,空中红外图像变形，横向拉伸,控制电位器漂移,调整故障件,3,维修(无需更换）,0
R527,527,侦查系统,光电侦察平台,软件,软件问题,飞行过程中，光电平台红外重启后死机，一直重启,软件问题,对软件进行调试,3,维修(无需更换）,0
R528,528,侦查系统,光电侦察平台,软件,软件问题,飞行过程中，光电平台红外重启后死机，一直重启,软件问题,对软件进行调试,3,维修(无需更换）,0
R529,529,侦查系统,光电侦察平台,软件,红外热像仪检查正常后，在使用过程中出现自动重启,发应急关电指令，平台方位保持在90度；发红外调焦，指令未响应，红外断电重启后恢复,软件问题,对软件进行调试,3,维修(无需更换）,0
R530,530,侦查系统,光电侦察平台,外俯仰编码器线路,外俯仰编码器线路断开,发应急关电指令后，平台方位找零位后，外框架不能转动,外俯仰编码器线路断开,连接后故障消除,3,维修(无需更换）,0
R531,531,侦查系统,光电侦察平台,软件,软件问题,红外侦察图像忽明忽暗,软件问题,对软件进行调试,3,维修(无需更换）,0
R532,532,侦查系统,光电侦察平台,软件,软件问题,飞机飞行10min后，光电平台无遥测数据,软件问题,对软件进行调试,3,维修(无需更换）,0
R533,533,侦查系统,光电侦察平台,连接螺钉,返回地面后，手动沿俯仰方向轻推平台外壳，俯仰方向抖动现象再现,鉴定试飞时，在目标跟踪过程中发生短暂的俯仰方向抖动,俯仰齿轮箱末级齿轮与同步减速齿轮件连接螺钉松动，导致末级齿轮与同步减速齿轮间有空回，使俯仰方向稳定性能降低，原设定参数高于空回后参数，引起俯仰方向出现振荡现象,使用螺纹胶加固螺钉，外场更换齿轮箱,1,维修(无需更换）,0
R534,534,侦查系统,光电侦察平台,陀螺,陀螺故障,地面检查中发现光电平台有卡滞抖动现象,陀螺故障,返厂维修,1,维修(无需更换）,0
R535,535,侦查系统,光电侦察平台,光电侦察平台,返回过程中光电平台全部关电再加电后，红外启动正常，但图像效果不好，条纹多,飞行中红外发出校正指令进行校正后，出现自动关机报故现象,红外参数漂移,返厂维修,1,维修(无需更换）,0
R536,536,侦查系统,光电平台电控箱,红外驱动摆镜连接器,红外驱动摆镜连接器接触不良,光电平台红外画质抖动，重新加电无好转，红外自动断电重启三次,红外驱动摆镜连接器接触不良,更换故障件,2,更换故障件,0
R537,537,侦查系统,光电侦察平台,激光电源线,激光电源线经过外框俯仰轴处磨损,光电平台的激光器上电后显示电源故障，激光测距功能失效,激光电源线经过外框俯仰轴处磨损，对机壳出现短路，导致激光无电源，平流报故,走线位置重新布局，导线包扎,3,维修(无需更换）,0
